,frase
754,"O/A Sra.  Samuel (Jane Laver) Herman sobreviveu ao acidente do Titanic. Na época, contava com 48 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 65.0 pelo bilhete 220845. Embarcou Acompanhado de irmãos. Embarcou Não acompanhado de pais."
755,"O/A Sr.  Viljo Hamalainen sobreviveu ao acidente do Titanic. Na época, contava com 0 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 14.5 pelo bilhete 250649. Embarcou Acompanhado de irmãos. Embarcou Acompanhado de pais."
756,"O/A Sr.  August Sigfrid Carlsson não sobreviveu ao acidente do Titanic. Na época, contava com 28 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 7.8 pelo bilhete 350042. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
757,"O/A Sr.  Percy Andrew Bailey não sobreviveu ao acidente do Titanic. Na época, contava com 18 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 11.5 pelo bilhete 29108. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
758,"O/A Sr.  Thomas Leonard Theobald não sobreviveu ao acidente do Titanic. Na época, contava com 34 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 8.05 pelo bilhete 363294. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
759,"O/A Sra.  of (Lucy Noel Martha Dyer-Edwards) Rothes sobreviveu ao acidente do Titanic. Na época, contava com 33 anos, embarcou em Southampton, na cabine B77, classe A. Pagou US$ 86.5 pelo bilhete 110152. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
760,"O/A Sr.  John Garfirth não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 14.5 pelo bilhete 358585. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
761,"O/A Sr.  Iisakki Antino Aijo Nirva não sobreviveu ao acidente do Titanic. Na época, contava com 41 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 7.12 pelo bilhete SOTON/O2 3101272. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
762,"O/A Sr.  Hanna Assi Barah sobreviveu ao acidente do Titanic. Na época, contava com 20 anos, embarcou em Cherbourg, na cabine desconhecida, classe C. Pagou US$ 7.23 pelo bilhete 2663. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
763,"O/A Sra.  William Ernest (Lucile Polk) Carter sobreviveu ao acidente do Titanic. Na época, contava com 36 anos, embarcou em Southampton, na cabine B96 B98, classe A. Pagou US$ 120.0 pelo bilhete 113760. Embarcou Acompanhado de irmãos. Embarcou Não acompanhado de pais."
764,"O/A Sr.  Hans Linus Eklund não sobreviveu ao acidente do Titanic. Na época, contava com 16 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 7.78 pelo bilhete 347074. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
765,"O/A Sra.  John C (Anna Andrews) Hogeboom sobreviveu ao acidente do Titanic. Na época, contava com 51 anos, embarcou em Southampton, na cabine D11, classe A. Pagou US$ 77.96 pelo bilhete 13502. Embarcou Acompanhado de irmãos. Embarcou Não acompanhado de pais."
766,"O/A Sr.  Arthur Jackson Brewe não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Cherbourg, na cabine desconhecida, classe A. Pagou US$ 39.6 pelo bilhete 112379. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
767,"O/A Sra.  Mary Mangan não sobreviveu ao acidente do Titanic. Na época, contava com 30 anos, embarcou em Queenstown, na cabine desconhecida, classe C. Pagou US$ 7.75 pelo bilhete 364850. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
768,"O/A Sr.  Daniel J Moran não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Queenstown, na cabine desconhecida, classe C. Pagou US$ 24.15 pelo bilhete 371110. Embarcou Acompanhado de irmãos. Embarcou Não acompanhado de pais."
769,"O/A Sr.  Daniel Danielsen Gronnestad não sobreviveu ao acidente do Titanic. Na época, contava com 32 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 8.36 pelo bilhete 8471. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
770,"O/A Sr.  Rene Aime Lievens não sobreviveu ao acidente do Titanic. Na época, contava com 24 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 9.5 pelo bilhete 345781. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
771,"O/A Sr.  Niels Peder Jensen não sobreviveu ao acidente do Titanic. Na época, contava com 48 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 7.85 pelo bilhete 350047. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
772,"O/A Sra.  (Mary) Mack não sobreviveu ao acidente do Titanic. Na época, contava com 57 anos, embarcou em Southampton, na cabine E77, classe B. Pagou US$ 10.5 pelo bilhete S.O./P.P. 3. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
773,"O/A Sr.  Dibo Elias não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Cherbourg, na cabine desconhecida, classe C. Pagou US$ 7.22 pelo bilhete 2674. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
774,"O/A Sra.  Elizabeth (Eliza Needs) Hocking sobreviveu ao acidente do Titanic. Na época, contava com 54 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 23.0 pelo bilhete 29105. Embarcou Acompanhado de irmãos. Embarcou Não acompanhado de pais."
775,"O/A Sr.  Pehr Fabian Oliver Malkolm Myhrman não sobreviveu ao acidente do Titanic. Na época, contava com 18 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 7.75 pelo bilhete 347078. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
776,"O/A Sr.  Roger Tobin não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Queenstown, na cabine F38, classe C. Pagou US$ 7.75 pelo bilhete 383121. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
777,"O/A Sra.  Virginia Ethel Emanuel sobreviveu ao acidente do Titanic. Na época, contava com 5 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 12.48 pelo bilhete 364516. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
778,"O/A Sr.  Thomas J Kilgannon não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Queenstown, na cabine desconhecida, classe C. Pagou US$ 7.74 pelo bilhete 36865. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
779,"O/A Sra.  Edward Scott (Elisabeth Walton McMillan) Robert sobreviveu ao acidente do Titanic. Na época, contava com 43 anos, embarcou em Southampton, na cabine B3, classe A. Pagou US$ 211.34 pelo bilhete 24160. Embarcou Não acompanhado de irmãos. Embarcou Acompanhado de pais."
780,"O/A Sra.  Banoura Ayoub sobreviveu ao acidente do Titanic. Na época, contava com 13 anos, embarcou em Cherbourg, na cabine desconhecida, classe C. Pagou US$ 7.23 pelo bilhete 2687. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
781,"O/A Sra.  Albert Adrian (Vera Gillespie) Dick sobreviveu ao acidente do Titanic. Na época, contava com 17 anos, embarcou em Southampton, na cabine B20, classe A. Pagou US$ 57.0 pelo bilhete 17474. Embarcou Acompanhado de irmãos. Embarcou Não acompanhado de pais."
782,"O/A Sr.  Milton Clyde Long não sobreviveu ao acidente do Titanic. Na época, contava com 29 anos, embarcou em Southampton, na cabine D6, classe A. Pagou US$ 30.0 pelo bilhete 113501. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
783,"O/A Sr.  Andrew G Johnston não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 23.45 pelo bilhete W./C. 6607. Embarcou Acompanhado de irmãos. Embarcou Não acompanhado de pais."
784,"O/A Sr.  William Ali não sobreviveu ao acidente do Titanic. Na época, contava com 25 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 7.05 pelo bilhete SOTON/O.Q. 3101312. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
785,"O/A Sr.  Abraham (David Lishin) Harmer não sobreviveu ao acidente do Titanic. Na época, contava com 25 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 7.25 pelo bilhete 374887. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
786,"O/A Sra.  Anna Sofia Sjoblom sobreviveu ao acidente do Titanic. Na época, contava com 18 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 7.5 pelo bilhete 3101265. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
787,"O/A Sr.  George Hugh Rice não sobreviveu ao acidente do Titanic. Na época, contava com 8 anos, embarcou em Queenstown, na cabine desconhecida, classe C. Pagou US$ 29.12 pelo bilhete 382652. Embarcou Não acompanhado de irmãos. Embarcou Acompanhado de pais."
788,"O/A Sr.  Bertram Vere Dean sobreviveu ao acidente do Titanic. Na época, contava com 1 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 20.58 pelo bilhete C.A. 2315. Embarcou Acompanhado de irmãos. Embarcou Não acompanhado de pais."
789,"O/A Sr.  Benjamin Guggenheim não sobreviveu ao acidente do Titanic. Na época, contava com 46 anos, embarcou em Cherbourg, na cabine B82 B84, classe A. Pagou US$ 79.2 pelo bilhete PC 17593. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
790,"O/A Sr.  Andrew ""Andy"" Keane não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Queenstown, na cabine desconhecida, classe C. Pagou US$ 7.75 pelo bilhete 12460. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
791,"O/A Sr.  Alfred Gaskell não sobreviveu ao acidente do Titanic. Na época, contava com 16 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 26.0 pelo bilhete 239865. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
792,"O/A Sra.  Stella Anna Sage não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 69.55 pelo bilhete CA. 2343. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
793,"O/A Sr.  William Fisher Hoyt não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Cherbourg, na cabine desconhecida, classe A. Pagou US$ 30.7 pelo bilhete PC 17600. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
794,"O/A Sr.  Ristiu Dantcheff não sobreviveu ao acidente do Titanic. Na época, contava com 25 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 7.9 pelo bilhete 349203. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
795,"O/A Sr.  Richard Otter não sobreviveu ao acidente do Titanic. Na época, contava com 39 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 13.0 pelo bilhete 28213. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
796,"O/A Sra.  Alice (Farnham) Leader sobreviveu ao acidente do Titanic. Na época, contava com 49 anos, embarcou em Southampton, na cabine D17, classe A. Pagou US$ 25.93 pelo bilhete 17465. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
797,"O/A Sra.  Mara Osman sobreviveu ao acidente do Titanic. Na época, contava com 31 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 8.68 pelo bilhete 349244. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
798,"O/A Sr.  Yousseff Ibrahim Shawah não sobreviveu ao acidente do Titanic. Na época, contava com 30 anos, embarcou em Cherbourg, na cabine desconhecida, classe C. Pagou US$ 7.23 pelo bilhete 2685. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
799,"O/A Sra.  Jean Baptiste (Rosalie Paula Govaert) Van Impe não sobreviveu ao acidente do Titanic. Na época, contava com 30 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 24.15 pelo bilhete 345773. Embarcou Acompanhado de irmãos. Embarcou Acompanhado de pais."
800,"O/A Sr.  Martin Ponesell não sobreviveu ao acidente do Titanic. Na época, contava com 34 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 13.0 pelo bilhete 250647. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
801,"O/A Sra.  Harvey (Charlotte Annie Tate) Collyer sobreviveu ao acidente do Titanic. Na época, contava com 31 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 26.25 pelo bilhete C.A. 31921. Embarcou Acompanhado de irmãos. Embarcou Acompanhado de pais."
802,"O/A Sr.  William Thornton II Carter sobreviveu ao acidente do Titanic. Na época, contava com 11 anos, embarcou em Southampton, na cabine B96 B98, classe A. Pagou US$ 120.0 pelo bilhete 113760. Embarcou Acompanhado de irmãos. Embarcou Não acompanhado de pais."
803,"O/A Sr.  Assad Alexander Thomas sobreviveu ao acidente do Titanic. Na época, contava com 0 anos, embarcou em Cherbourg, na cabine desconhecida, classe C. Pagou US$ 8.52 pelo bilhete 2625. Embarcou Não acompanhado de irmãos. Embarcou Acompanhado de pais."
804,"O/A Sr.  Oskar Arvid Hedman sobreviveu ao acidente do Titanic. Na época, contava com 27 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 6.98 pelo bilhete 347089. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
805,"O/A Sr.  Karl Johan Johansson não sobreviveu ao acidente do Titanic. Na época, contava com 31 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 7.78 pelo bilhete 347063. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
806,"O/A Sr.  Thomas Jr Andrews não sobreviveu ao acidente do Titanic. Na época, contava com 39 anos, embarcou em Southampton, na cabine A36, classe A. Pagou US$ 0.0 pelo bilhete 112050. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
807,"O/A Sra.  Ellen Natalia Pettersson não sobreviveu ao acidente do Titanic. Na época, contava com 18 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 7.78 pelo bilhete 347087. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
808,"O/A Sr.  August Meyer não sobreviveu ao acidente do Titanic. Na época, contava com 39 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 13.0 pelo bilhete 248723. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
809,"O/A Sra.  Norman Campbell (Bertha Griggs) Chambers sobreviveu ao acidente do Titanic. Na época, contava com 33 anos, embarcou em Southampton, na cabine E8, classe A. Pagou US$ 53.1 pelo bilhete 113806. Embarcou Acompanhado de irmãos. Embarcou Não acompanhado de pais."
810,"O/A Sr.  William Alexander não sobreviveu ao acidente do Titanic. Na época, contava com 26 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 7.89 pelo bilhete 3474. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
811,"O/A Sr.  James Lester não sobreviveu ao acidente do Titanic. Na época, contava com 39 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 24.15 pelo bilhete A/4 48871. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
812,"O/A Sr.  Richard James Slemen não sobreviveu ao acidente do Titanic. Na época, contava com 35 anos, embarcou em Southampton, na cabine desconhecida, classe B. Pagou US$ 10.5 pelo bilhete 28206. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
813,"O/A Sra.  Ebba Iris Alfrida Andersson não sobreviveu ao acidente do Titanic. Na época, contava com 6 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 31.28 pelo bilhete 347082. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
814,"O/A Sr.  Ernest Portage Tomlin não sobreviveu ao acidente do Titanic. Na época, contava com 30 anos, embarcou em Southampton, na cabine desconhecida, classe C. Pagou US$ 8.05 pelo bilhete 364499. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
815,"O/A Sr.  Richard Fry não sobreviveu ao acidente do Titanic. Na época, contava com desconhecidos anos, embarcou em Southampton, na cabine B102, classe A. Pagou US$ 0.0 pelo bilhete 112058. Embarcou Não acompanhado de irmãos. Embarcou Não acompanhado de pais."
